Gene1,Gene2,Read counts,In iPRINT_A,In iPRINT_B,In iPRINT_C,Read count_iPRINT_A,Read count_iPRINT_B,Read count_iPRINT_C
SPDYE2,INPP5B,69,0,1,0,0,69,0
SLC4A1,EPB41,20,0,1,0,0,20,0
MAVS,FBXW8,51,1,1,0,1,50,0
PPP1R3B,CCP110,48,1,0,0,48,0,0
TMEM192,C12orf43,29,0,1,0,0,29,0
NUP43,ELMOD1,22,1,1,0,2,20,0
TAF1,CWC25,77,1,1,0,1,76,0
FGF5,CC2D2A,18,1,0,0,18,0,0
ATP9B,ADCY10,15,0,0,1,0,0,15
ZNF445,TMEM127,19,0,1,1,0,13,6
STRIP2,RDH13,13,1,0,0,13,0,0
FSD2,ANKRD12,14,1,1,0,4,10,0
TRAPPC2,METTL8,53,0,1,1,0,1,52
TRAM2,PSTPIP2,18,1,0,0,18,0,0
ZNF426,LRRC58,46,1,1,1,11,9,26
NMNAT1,FBLIM1,24,1,1,0,20,4,0
RBM7,ADCY10,23,1,0,0,23,0,0
SLC35A3,POU5F1,74,1,1,0,72,2,0
ZNF333,ODF3L1,49,1,0,0,49,0,0
ZNF250,EMC1,20,0,1,0,0,20,0
ZSCAN29,PDE6A,49,1,1,0,45,4,0
SLC31A1,PER2,28,1,1,0,12,16,0
TESPA1,HHLA3,108,1,1,1,66,2,40
NDUFA5,LPP,49,1,1,0,30,19,0
PRKAG2,FAM122C,34,1,1,0,33,1,0
ZNF483,SCN1B,14,1,1,0,4,10,0
LOC105372109,GTPBP10,14,1,0,0,14,0,0
ZNF33B,NUDT9,35,1,0,0,35,0,0
MAP3K5,CD82,18,1,1,1,16,1,1
ZNF454,TPM1,17,1,1,1,7,4,6
METTL22,MAPK13,15,1,1,1,9,4,2
PGM2L1,CEBPZOS,13,1,1,1,1,10,2
ZNF587,UGGT1,31,0,0,1,0,0,31
IRAK4,CACUL1,24,1,0,0,24,0,0
MRPL15,CHM,23,0,1,0,0,23,0
USP54,ACER3,128,1,1,0,127,1,0
PATJ,CAMTA1,45,1,0,1,44,0,1
TAF8,GDPD1,15,1,1,1,8,1,6
TTC28,SP2,28,1,0,0,28,0,0
TRIM16,CPEB3,30,0,1,0,0,30,0
TADA2A,MAP7D3,25,1,1,0,21,4,0
C5orf22,ADGRA3,15,1,1,0,14,1,0
TCF7,DUSP10,13,0,1,1,0,1,12
SENP8,GALNT15,18,1,1,1,5,1,12
MTDH,CDC20B,14,1,0,0,14,0,0
STEAP2,GATD1,61,1,0,1,2,0,59
SMIM14,SFPQ,35,1,0,1,34,0,1
HOOK3,CASS4,14,0,0,1,0,0,14
TBC1D24,POLI,73,1,0,0,73,0,0
OTULIN,HNRNPA1L2,20,0,0,1,0,0,20
SLCO1A2,FOCAD,76,1,1,1,46,16,14
OR1J2,ODF2L,101,1,1,1,57,12,32
PANK2,GPI,15,1,1,0,14,1,0
YES1,CASP8,123,1,1,0,122,1,0
MAGED1,CHUK,13,1,0,0,13,0,0
ZNF658,CCL22,17,1,0,0,17,0,0
VIPR2,TBC1D15,17,1,0,0,17,0,0
PHC3,CXorf56,29,0,1,0,0,29,0
ZNF141,MSANTD2,19,1,1,0,18,1,0
EPHA6,CARD6,69,1,1,1,8,1,60
GRTP1,GALM,17,1,0,0,17,0,0
MIGA1,IRGQ,17,1,1,0,16,1,0
SRSF12,MINDY2,45,1,0,0,45,0,0
THAP5,BRIP1,22,1,1,1,14,1,7
PATJ,CENPC,14,1,0,0,14,0,0
TYW5,TRMT9B,396,1,1,1,155,4,237
LOC100652901,DCDC1,60,1,1,1,4,28,28
ZFP82,PGAM5,20,0,1,0,0,20,0
SIGLEC11,LOC100129083,17,1,0,1,6,0,11
PCBD2,ABCC9,67,0,1,0,0,67,0
PSMC1,PLEKHB2,21,0,0,1,0,0,21
NEK8,GRK3,13,1,1,0,3,10,0
ZNF850,LRP4,21,1,0,0,21,0,0
RNF7,GPATCH8,47,1,1,1,1,1,45
TMEM184B,TMEM131L,256,1,0,1,143,0,113
ZNF557,ZBTB8A,37,1,1,1,6,4,27
KCTD20,FAM126B,58,0,0,1,0,0,58
TP53,SUMF2,113,1,0,0,113,0,0
SFXN1,ENAH,52,1,1,0,28,24,0
MAPK10,FKBP14,15,1,0,0,15,0,0
SLC35E3,GAS2L3,22,1,0,0,22,0,0
SPPL2A,P4HA2,34,1,1,1,8,7,19
TSNAX,IGF1,15,0,0,1,0,0,15
RPS6KA3,PSPH,13,0,1,1,0,12,1
CYB5D2,CYB5D1,15,1,0,0,15,0,0
STMN1,EXPH5,43,1,0,0,43,0,0
NOL9,NOL8,16,1,0,1,15,0,1
TUBA1A,BBIP1,16,1,0,0,16,0,0
TMPRSS11B,MYORG,21,1,0,0,21,0,0
STEAP2,GEMIN8,39,1,1,1,9,1,29
ZNF677,ARMC9,16,0,1,1,0,7,9
ATG10,AK3,15,0,1,1,0,3,12
WHAMM,HAUS2,55,0,0,1,0,0,55
LOC100652901,AMN1,16,1,0,1,11,0,4
KREMEN1,CSPP1,51,1,1,0,50,1,0
KCNE3,CYP20A1,25,0,1,0,0,25,0
SPN,KIAA0319L,33,0,0,1,0,0,33
TMEM225B,EPB41,28,1,1,0,27,1,0
PLA2G4C,CXorf40A,19,0,0,1,0,0,19
GSTO2,GOLGA3,93,1,1,1,2,89,2
SPIB,GFRA1,39,0,0,1,0,0,39
RRM2,MS4A2,17,1,0,0,17,0,0
MDM4,C1QTNF6,68,0,1,1,0,2,66
PRR11,ANKRD10,14,1,1,0,13,1,0
NEDD4L,APPL2,26,1,0,1,22,0,4
ZNF146,RAB36,62,1,0,0,62,0,0
FAM126B,ASPA,16,1,0,0,16,0,0
PHACTR2,EYA3,67,1,0,0,67,0,0
OGFRL1,LLGL1,69,1,0,0,69,0,0
RBBP5,NLGN1,21,0,0,1,0,0,21
POLD4,HDAC9,31,0,1,0,0,31,0
TIGD1,SLC30A10,26,0,1,0,0,26,0
ZNF383,GVQW3,14,0,1,0,0,14,0
BHMT2,ARHGEF2,18,0,0,1,0,0,18
MCUR1,ECT2,15,0,1,0,0,15,0
VSTM4,DBF4B,36,1,0,1,24,0,11
CPT1B,CHKB,28,0,0,1,0,0,28
PPARA,ARPP19,106,0,0,1,0,0,106
ZBTB8A,ALG1L,19,1,0,1,1,0,18
ZNF347,FLG2,63,1,1,0,20,43,0
NT5C2,NCOR1,72,1,0,1,3,0,69
SHPK,RABL2B,36,1,0,0,36,0,0
RAB3B,NDEL1,17,1,0,0,17,0,0
TBC1D30,CEP63,21,1,0,0,21,0,0
HOGA1,ALPK1,15,1,1,0,5,10,0
XPR1,EYA3,13,1,1,0,1,12,0
OPRM1,KIAA0825,13,1,1,1,2,2,9
IGF1,HMGXB4,26,0,1,0,0,26,0
KIAA1257,BAG1,28,1,0,0,28,0,0
WWC1,SPOP,13,1,0,0,13,0,0
FXN,FSD2,13,1,0,0,13,0,0
XPNPEP3,SPTBN2,36,1,1,0,4,32,0
SPDYE2,FAM172A,15,1,1,0,14,1,0
MAP3K15,MAP1LC3C,15,1,0,0,15,0,0
LEPR,BBS5,171,1,1,1,62,84,25
PHC3,HSCB,18,0,1,0,0,18,0
SERPINB1,DAPP1,14,1,0,0,14,0,0
HSD17B13,CXADR,19,1,1,0,18,1,0
TRIOBP,COQ10B,15,1,0,1,2,0,13
RBL1,KIAA0319L,48,0,0,1,0,0,48
RPS4X,GABRG3,13,0,1,0,0,13,0
YES1,POC1B-GALNT4,14,0,1,0,0,14,0
ZBTB7B,DCST2,47,0,1,0,0,47,0
SMCO2,CEP57L1,66,0,1,1,0,49,17
TFDP2,GAPDHS,25,0,0,1,0,0,25
SAG,MOCS3,16,0,0,1,0,0,16
RHOBTB3,MTX3,34,1,0,0,34,0,0
ZNF43,TUBGCP4,26,0,0,1,0,0,26
DSTYK,AMN1,15,1,1,0,7,8,0
PDP2,CHST6,37,1,0,0,37,0,0
TTC3,AMN1,16,1,1,1,5,6,5
ZNF485,NPHP4,28,1,0,0,28,0,0
TLCD2,PLEKHA7,35,1,0,1,18,0,17
WDPCP,CD96,28,1,1,0,26,2,0
FBXL14,DCUN1D2,68,1,1,1,23,43,2
GPATCH8,ATL3,34,1,0,0,34,0,0
TET2,AUH,27,1,1,1,6,11,10
SLC44A1,MPHOSPH9,21,0,0,1,0,0,21
ZNF286B,EPB41,15,1,0,0,15,0,0
TAPBP,RBBP5,15,1,0,0,15,0,0
MAN2B2,CNNM3,19,0,1,0,0,19,0
TRPV1,SRSF10,22,1,0,0,22,0,0
NWD1,GNL3L,14,1,0,0,14,0,0
SLC43A2,ABI2,29,1,1,0,17,11,0
P4HA2,ANAPC10,15,0,0,1,0,0,15
ZNF124,CPT1A,16,1,0,0,16,0,0
TCF12,PPM1K,15,1,0,0,15,0,0
PPA2,GPR155,46,1,1,0,3,43,0
MPPE1,FRS3,19,0,0,1,0,0,19
SMG1,SHROOM1,62,1,1,0,2,60,0
JAK3,ACTR3C,18,1,1,0,17,1,0
ESYT2,BCDIN3D,28,0,1,0,0,28,0
TMEM119,SV2B,37,0,0,1,0,0,37
SMCO2,MCPH1,49,1,1,0,48,1,0
THAP5,DCP1A,18,1,0,0,18,0,0
USP39,GPSM2,18,0,1,1,0,1,17
GOSR1,GBP5,17,0,1,0,0,17,0
SLC44A4,COMMD2,15,1,0,0,15,0,0
ZNF397,RHOF,17,0,1,0,0,17,0
SCNM1,GDPD1,18,1,1,1,7,3,8
TTC21B,PFKM,13,1,0,1,12,0,1
SCAMP1,RUNDC1,22,1,1,0,21,1,0
KIAA1324,ARMC9,18,1,1,1,6,2,10
CLK3,CIAO1,14,1,0,1,1,0,13
DHDDS,C11orf58,46,0,0,1,0,0,46
ZSCAN22,SLC24A1,26,0,1,0,0,26,0
LOC107986805,LOC101060022,222,1,1,1,83,116,23
ZNF141,SEC22C,20,0,1,1,0,1,19
UGT2B4,SERPINB9,14,1,1,0,1,13,0
PLEKHA1,DCUN1D2,43,1,1,0,42,1,0
ZNF283,ZNF264,13,1,1,1,6,6,1
PDE12,ERO1B,13,1,0,1,9,0,4
SYN3,LOC107984974,22,0,0,1,0,0,22
TTC21B,NCOR1,41,1,1,0,11,30,0
PEAK1,MED18,64,0,0,1,0,0,64
ZNF124,C2orf91,64,1,1,1,42,1,21
GDAP2,ATAD5,33,0,0,1,0,0,33
SIX4,NME6,20,1,0,0,20,0,0
PGM2L1,MTF1,19,1,1,0,12,7,0
ZNF454,CC2D1B,32,0,1,0,0,32,0
SAR1B,NXN,18,1,1,0,17,1,0
NOL9,GNL3L,15,1,1,1,13,1,1
GDPD1,CRYBB3,14,1,0,1,6,0,8
PDE7A,FMN1,31,1,1,1,1,5,25
DGKH,BMP7,31,1,1,0,22,9,0
TOR1AIP1,GNAL,14,0,0,1,0,0,14
NLN,CFLAR,56,0,0,1,0,0,54
TLDC2,CEP78,21,0,0,1,0,0,21
SGO1,RARS2,56,1,1,0,55,1,0
SLC39A10,METTL8,54,0,0,1,0,0,54
TEX35,BCAT1,17,1,1,0,16,1,0
KIF5A,GRAMD1B,25,0,1,0,0,25,0
SRL,KIAA1841,22,1,0,0,22,0,0
NRG4,MACC1,16,1,1,0,15,1,0
SLC43A2,NRIP3,60,1,0,0,60,0,0
POU2AF1,CHMP1B,19,0,1,1,0,13,6
ORC4,HERC4,45,0,1,0,0,45,0
TROVE2,SGTB,22,0,1,0,0,22,0
FBXL18,FAM114A1,30,1,1,0,29,1,0
CPT1A,AK3,62,1,1,1,37,9,16
TRIM16L,SLC6A4,28,1,0,0,28,0,0
RDH16,IGSF11,40,1,1,1,21,1,18
SLC24A4,MTF1,24,1,0,0,24,0,0
RAB15,DGKB,18,1,0,0,18,0,0
KLHL6,DEGS1,22,0,1,0,0,22,0
ITGAX,FAM126B,26,0,1,0,0,26,0
UGCG,ACER3,15,0,0,1,0,0,15
TLR6,L2HGDH,14,1,0,1,9,0,5
RBL1,GATAD1,31,1,0,0,31,0,0
LETMD1,DROSHA,25,0,1,0,0,25,0
KLHL5,GPR82,14,0,0,1,0,0,14
SKP2,RIF1,13,0,1,0,0,13,0
HDAC9,C16orf87,16,0,0,1,0,0,16
PLCE1,MAPKBP1,13,1,0,0,13,0,0
ZNF141,VWA7,25,1,1,0,5,20,0
GABRG3,ADAMTS17,42,0,0,1,0,0,42
TXK,G6PC,23,0,1,0,0,23,0
ZNF665,S100PBP,65,0,0,1,0,0,65
SNCA,LPP,16,1,1,0,10,4,0
XIAP,EFCAB11,15,1,1,1,2,11,2
ZCCHC8,YEATS2,66,0,1,0,0,66,0
VTI1A,MAPK13,20,0,1,0,0,20,0
TMC8,RPLP0,39,1,1,0,1,38,0
RBMS1,FOXK1,17,0,0,1,0,0,17
TMEM131L,TLCD2,25,0,1,1,0,1,24
VPS33A,CUL4A,15,1,0,0,15,0,0
TPM3,HNRNPUL1,36,0,0,1,0,0,36
RAB8B,LAIR1,20,0,1,0,0,20,0
RPS6KA3,CELF3,13,0,1,0,0,13,0
KPNA6,DCUN1D2,83,1,0,1,27,0,56
PIK3C2B,LRIG2,27,0,1,0,0,27,0
ZNF831,TMEM212,48,1,1,1,34,5,9
ZNF621,GPR82,32,1,0,1,1,0,31
UPK1B,CCER2,19,0,0,1,0,0,19
SPTLC1,ABI2,32,0,1,0,0,32,0
EPB41,APOBEC3A,67,1,0,0,66,0,0
TUBGCP4,KBTBD12,21,0,1,0,0,21,0
SLC4A8,ERCC6L2,30,1,0,1,25,0,5
ORC4,COX20,59,0,0,1,0,0,59
NPM1,ARL16,17,0,1,0,0,17,0
ZNF773,GALNS,16,1,0,0,16,0,0
PLEKHD1,OXNAD1,16,1,0,0,16,0,0
ZNF816-ZNF321P,CFLAR,36,0,1,0,0,36,0
SLC24A4,RUNDC1,58,1,1,1,23,30,5
ZNF471,RDH16,547,1,1,1,261,192,94
ODAPH,JCAD,14,1,0,0,14,0,0
SSBP2,MAPK1IP1L,36,1,1,0,3,33,0
PCDH11X,AK3,35,1,1,1,2,15,18
TUBD1,RSU1,74,1,1,0,73,1,0
TXNDC15,LOC105379045,13,0,1,0,0,13,0
POGZ,APOL1,50,1,1,1,1,30,19
MPST,LILRB3,41,0,1,0,0,41,0
TCP11L1,MAP7D3,25,0,1,1,0,21,2
RORA,RAB3B,15,0,0,1,0,0,15
SPPL2A,C14orf178,13,1,0,0,13,0,0
TMTC1,SNX24,19,0,1,0,0,19,0
ZNF66,RAB3IP,1094,1,1,1,512,301,281
PAK3,ABR,19,1,0,0,19,0,0
ZNF780B,TTBK2,13,1,0,0,13,0,0
ZNF528,GPLD1,35,0,0,1,0,0,35
LPCAT3,FMN1,26,1,0,0,26,0,0
MIGA1,CAMK1D,14,0,1,1,0,10,3
NANS,CCDC9,22,1,1,0,1,21,0
ZNF570,APOBEC3D,45,1,0,1,41,0,4
TOR1AIP2,APOL2,19,1,0,1,18,0,1
STYX,RLIM,18,1,0,1,1,0,17
PRELID2,MYORG,15,0,1,1,0,14,1
TUBD1,ATP1A2,34,0,1,0,0,34,0
ZFP82,IRGQ,21,1,1,1,10,8,3
CEP97,AKIP1,61,1,0,0,61,0,0
SERPINB9,CEP68,27,1,1,1,4,1,22
VSIG1,GCA,13,0,1,0,0,13,0
EIF4E,DMC1,29,1,0,1,23,0,6
OR2F1,CFLAR,46,1,1,0,38,8,0
LLGL1,DBF4B,29,1,1,1,9,11,9
FAM122C,CFLAR,288,1,1,1,217,42,29
UNK,SCML2,18,0,0,1,0,0,18
SUPT20HL2,C12orf50,149,1,1,1,67,61,21
C12orf43,BRD1,21,1,0,0,21,0,0
HYAL1,CEBPZOS,20,0,1,0,0,20,0
UBE2D4,TTC3,20,0,1,0,0,20,0
SPRED3,IBA57,16,1,1,0,1,15,0
NSUN6,DCPS,18,0,1,1,0,14,4
ZNF699,PLEKHA1,26,0,0,1,0,0,26
TNFAIP8L1,TIPIN,14,1,0,0,14,0,0
STAC2,MTSS1,14,1,0,0,14,0,0
SYNE2,MEGF11,13,1,0,0,13,0,0
SP2,NXN,59,1,0,1,2,0,57
DGKB,ALDH6A1,54,1,0,0,54,0,0
FAM217B,C11orf58,19,0,1,1,0,2,17
ZNF106,RABL2B,28,1,0,0,28,0,0
LPCAT2,ARHGAP24,14,1,0,1,4,0,10
ZNF124,NPAT,26,0,1,0,0,26,0
TMEM41B,NRIP3,17,1,1,1,1,15,1
ZNF426,FMN1,161,1,1,0,46,111,0
ZNF780B,IFIT3,15,0,1,1,0,2,13
IFNLR1,GPR161,109,0,1,1,0,2,107
CBFA2T2,AP3S2,24,1,1,0,23,1,0
SNX19,RNF130,18,1,0,0,18,0,0
PDCD4,ARID3A,15,0,0,1,0,0,15
USP33,RBM7,16,1,0,0,16,0,0
THAP5,PNPO,13,1,1,1,6,5,2
SYNRG,IVNS1ABP,111,0,0,1,0,0,111
TNFAIP8L1,RNF207,21,1,1,0,20,1,0
ICAM5,AP1S3,25,0,0,1,0,0,25
PDCL,CCNY,30,1,0,0,30,0,0
ZNF831,RIC3,22,1,1,1,8,11,3
OXNAD1,ALDH1L2,23,0,0,1,0,0,23
ZNF426,SYNJ1,24,1,0,1,4,0,20
PHC3,HEATR5A,15,1,1,1,1,1,13
CC2D2B,ABCC9,19,0,0,1,0,0,19
SLC35E3,SHROOM1,19,1,0,1,1,0,18
ZKSCAN3,SNX27,62,0,1,0,0,62,0
ZNF429,TRAM2,30,0,1,0,0,30,0
KIAA1191,KBTBD12,44,1,1,1,42,1,1
SCAF11,C1orf174,30,1,0,0,30,0,0
GOLGA8B,GOLGA6L3,26,0,1,0,0,26,0
PLEKHM3,GP2,14,1,0,0,14,0,0
RAB40B,C2orf92,13,1,0,0,13,0,0
CEP68,CCBE1,19,0,1,1,0,17,2
PLEKHA5,AP4E1,18,0,1,0,0,18,0
SLC28A1,NUGGC,16,1,0,0,16,0,0
PRR11,FBXO25,19,0,0,1,0,0,19
FUT2,AGK,15,0,1,0,0,15,0
NLN,LOC101930307,68,1,0,0,68,0,0
STRIP2,SLC48A1,33,0,0,1,0,0,33
NUBPL,CAMK4,64,1,0,0,64,0,0
PRRC2C,MCTP2,56,1,0,0,56,0,0
TRAF3IP1,MDM4,43,0,1,0,0,43,0
ZNF805,ZMAT3,42,1,1,1,28,13,1
ZNF124,GTF2E1,13,0,1,0,0,13,0
WSB1,PXMP4,17,0,1,1,0,3,14
POU6F1,BCAP29,23,1,0,0,23,0,0
ZNF442,ZNF44,38,1,0,0,38,0,0
SENP8,RPL36A,19,0,1,1,0,18,1
TXLNG,SRGAP2,40,0,1,0,0,40,0
GSTO2,BRD1,17,1,0,1,6,0,11
YIF1B,KREMEN1,32,0,1,0,0,32,0
ZP2,ODF2L,38,1,1,1,13,14,11
TTC3,LPCAT2,26,1,0,1,12,0,14
SLC1A2,NRG4,15,0,1,1,0,1,14
HSPD1,CCAR1,13,1,0,0,13,0,0
ZNF429,WRAP53,19,1,0,0,19,0,0
SLC35F5,CCDC90B,75,1,0,0,75,0,0
ZNF888,SFTPB,15,1,0,1,2,0,13
ZNF589,TTC3,26,1,1,0,1,25,0
ZNF394,CYB561D1,23,0,0,1,0,0,23
PLPP5,METTL8,114,0,0,1,0,0,114
PRKAR2A,AGMO,21,0,1,0,0,21,0
IFIT3,COX19,15,1,0,0,15,0,0
LOC112268349,GGT2,14,1,1,0,10,4,0
PPP1R3B,MEGF11,74,1,0,0,74,0,0
SIGLEC10,MCFD2,81,0,0,1,0,0,81
RFTN2,BRIP1,64,0,1,0,0,64,0
SGK3,DBT,24,0,1,0,0,24,0
MCFD2,EVI5,44,1,0,0,44,0,0
TSNARE1,EIF4ENIF1,20,1,0,0,20,0,0
ZNF704,LOC107987004,17,0,1,0,0,17,0
TESPA1,NAAA,64,1,1,1,28,21,15
SLC31A1,EIF5A2,15,0,1,1,0,5,10
AMN1,ACOT9,17,1,1,1,11,1,5
RHOBTB2,MDM4,17,0,1,0,0,17,0
ZNF772,ABHD11,114,1,0,0,114,0,0
TDRD12,GAS2L3,14,1,1,1,1,11,2
TSKU,PATE4,30,1,1,1,6,20,4
ZNF426,CDT1,14,1,0,1,1,0,13
UBAP1L,C9orf153,20,1,0,0,20,0,0
VPS53,HP1BP3,61,0,1,0,0,61,0
PROM1,GVQW3,24,0,0,1,0,0,24
MYO5A,EXPH5,185,1,1,0,3,182,0
UGGT1,POU6F1,15,1,1,0,12,3,0
SLC2A12,KCNV1,13,1,1,1,8,2,3
XPNPEP3,GMPS,36,1,0,1,1,0,35
SEMA5A,PXMP4,19,0,0,1,0,0,19
ZNF528,TRIM45,39,0,1,1,0,1,38
ZNF568,ZKSCAN1,27,1,0,0,27,0,0
MPV17,FAM213A,13,0,0,1,0,0,13
ISG20L2,CYP2R1,15,1,0,1,10,0,5
ZC3HAV1L,UBE2E2,17,1,0,0,17,0,0
POLA2,MAVS,22,1,0,0,22,0,0
MRI1,BBIP1,16,1,0,0,16,0,0
KIAA1841,ABHD11,40,1,0,0,40,0,0
PDE6A,GTF2E1,18,1,0,0,18,0,0
KDM8,ENTPD4,16,0,0,1,0,0,16
SMG1,SLC35F1,19,1,1,1,15,2,2
TG,FHIT,46,1,1,1,2,42,2
UBE2D4,TAF8,26,1,0,1,1,0,25
LIMS1,AIFM1,18,0,0,1,0,0,18
TMEM59L,SLC4A8,15,1,1,1,8,6,1
UBR2,ABCB5,20,0,0,1,0,0,20
LOC107986175,LOC105374301,47,1,1,1,32,4,11
ZNF154,EPB41,46,1,1,0,32,14,0
NUBPL,NIPAL2,59,1,1,0,57,2,0
ENTPD1,ACOX1,67,0,0,1,0,0,67
SS18L2,LILRB3,17,0,0,1,0,0,17
FGFR1OP,DPH5,35,1,1,0,2,33,0
TOR1AIP2,PHKG1,17,0,1,0,0,17,0
UQCRB,TOR1AIP2,29,1,0,0,29,0,0
PPP2R1B,F11,14,0,0,1,0,0,14
LRIG2,CEP97,22,0,0,1,0,0,22
VHL,ABHD11,20,1,0,0,20,0,0
SLC35E3,MSANTD2,14,1,1,0,13,1,0
ZNF544,SMIM14,15,1,1,0,2,13,0
TXLNG,NMT2,45,0,1,0,0,45,0
TYW5,ELMOD2,210,1,1,1,77,51,82
FRK,FGF5,24,1,1,0,7,17,0
NMRAL1,LSM14A,18,0,0,1,0,0,18
PAPD4,GNL3L,15,1,1,0,14,1,0
PATJ,CDH6,16,0,1,0,0,16,0
FCRL1,CPSF2,103,0,0,1,0,0,103
GDPD1,ADAT1,22,1,0,0,22,0,0
RNF125,BRD1,40,0,1,0,0,40,0
ZFP28,ARHGAP26,26,1,0,0,26,0,0
ZNF805,SPRYD7,15,1,1,1,13,1,1
SPIB,SERPINB9,17,0,1,1,0,4,13
USP49,HP1BP3,13,1,1,0,2,11,0
PIK3CD,NXN,37,1,0,0,37,0,0
RAB27A,PAPOLA,28,1,0,0,28,0,0
TMBIM4,LIPC,51,0,1,0,0,51,0
SUMF2,LOC100996763,35,1,1,0,34,1,0
ZNF718,AKAP9,142,1,0,0,142,0,0
GOSR1,CEP83,13,0,1,0,0,13,0
NCOR1,HAUS6,23,1,0,0,23,0,0
SFTPB,BROX,33,1,0,0,33,0,0
ZNF789,LRCH3,15,1,1,1,1,1,13
STARD3,PPP1R1B,36,1,0,0,36,0,0
RNF125,EXPH5,24,1,1,0,23,1,0
GPATCH8,ALG1,16,1,1,0,11,5,0
RNF41,NUP43,16,1,1,1,10,5,1
RAD1,CYP20A1,15,1,1,0,10,5,0
TRMT2B,SETD5,46,1,0,0,46,0,0
GOLGA3,GDPD1,36,1,0,0,36,0,0
RBM26,FBXL22,90,0,0,1,0,0,90
TNFAIP8L3,IFIT3,34,1,0,0,34,0,0
RTL10,PSTPIP2,19,1,1,0,1,18,0
TRAF3IP2,TMX4,17,1,0,0,17,0,0
TFDP2,NUP107,42,1,0,0,41,0,0
ZNF468,RFTN2,42,0,0,1,0,0,42
TFDP2,AGK,20,0,1,1,0,19,1
ISG20L2,IKZF3,52,1,0,0,51,0,0
TTF2,GPR34,16,1,0,0,16,0,0
RFPL4A,PDP2,20,1,0,0,20,0,0
LRCH3,GPR4,18,1,0,0,18,0,0
SPC24,SKA1,16,1,1,1,2,1,13
TRMT9B,PTCHD4,16,0,1,1,0,1,15
NAAA,HHLA2,19,1,0,1,5,0,14
MPI,CYP4V2,33,1,1,0,3,30,0
LOC107985184,KLF8,22,1,0,0,22,0,0
ZC3H6,CFLAR,42,1,0,0,41,0,0
MAP3K13,C11orf58,37,1,1,1,8,20,9
SYN3,CYP4V2,21,1,0,0,21,0,0
CABP4,C1orf159,16,0,0,1,0,0,16
TMEM209,MDM4,13,0,1,1,0,12,1
UPF3A,GATD1,18,1,0,0,18,0,0
OAT,BRIP1,29,0,1,1,0,28,1
RHBG,CD82,15,0,1,0,0,15,0
SETD5,OGFRL1,13,1,1,0,1,12,0
LOC107984974,HACD2,30,1,1,1,28,1,1
HP1BP3,CWF19L1,63,1,1,0,4,59,0
TNFRSF10B,MAP3K9,60,1,1,1,1,1,58
ZNF770,SEMA5A,26,0,0,1,0,0,26
ZNF101,FBXL20,58,1,0,0,58,0,0
NLN,IYD,30,1,0,0,30,0,0
SCAI,P2RX7,27,1,1,1,15,1,11
MSH2,CPPED1,27,1,0,1,1,0,26
SF3B3,MR1,15,1,0,0,15,0,0
POU2AF1,NYAP2,43,1,1,0,1,42,0
STEAP4,BAD,19,1,0,0,19,0,0
FAM153A,ALDH1A2,41,0,1,0,0,41,0
POLR1A,CLPX,20,0,1,0,0,20,0
TRIM13,P4HA2,26,0,0,1,0,0,26
TRMT9B,SYNPO2L,78,1,0,1,74,0,4
TLR6,FUT6,71,0,0,1,0,0,71
LRFN2,C1orf43,13,1,0,0,13,0,0
STX16,GPLD1,37,0,1,1,0,1,36
CPT1A,ABL2,13,1,1,0,2,11,0
UBOX5,TMEM232,23,1,0,0,23,0,0
RFTN2,PCM1,176,0,0,1,0,0,176
NDST3,MINDY2,110,1,0,0,110,0,0
UBAP1L,SNX27,23,1,0,0,23,0,0
QPCTL,NLRC3,64,0,1,1,0,63,1
CBX5,AGO1,18,1,0,0,18,0,0
PDPR,AP3M1,55,1,0,0,55,0,0
MMS22L,LILRA5,32,1,0,0,32,0,0
FKBP8,AOPEP,21,0,0,1,0,0,21
PSMB2,EIF4E,29,0,0,1,0,0,29
GEMIN8,FAM227A,17,1,0,0,17,0,0
MED29,HTR3B,15,0,1,1,0,1,14
WDR76,PHYKPL,13,0,0,1,0,0,13
TTC26,ADI1,21,1,1,0,1,20,0
TFIP11,DIO2,20,1,1,1,4,15,1
RFC2,KIAA1191,154,0,1,0,0,154,0
SGSM1,EIF2A,23,1,0,0,23,0,0
TSPAN6,GPRIN3,17,1,0,0,17,0,0
YES1,RNF41,70,1,1,1,55,2,13
SERPINB9,ASCC1,37,1,1,1,18,1,18
RSKR,COA1,20,0,1,1,0,2,18
PXMP4,PNPT1,18,1,0,1,16,0,2
EXD1,CD84,48,0,0,1,0,0,48
VCPKMT,RINL,17,0,0,1,0,0,17
PPM1K,CPPED1,18,1,0,0,18,0,0
PRPF18,ISG20L2,17,1,1,0,2,15,0
STAC2,GTF2E1,23,0,1,0,0,23,0
OGFRL1,FMN1,54,0,0,1,0,0,54
PPM1K,OGFOD3,27,0,0,1,0,0,27
PPIH,CD96,13,1,0,0,13,0,0
ZNF483,LPGAT1,16,1,0,0,16,0,0
SRR,LNPK,40,1,0,1,30,0,10
GPR161,ADAR,14,0,1,0,0,14,0
TGFBRAP1,FAM71F2,15,0,1,1,0,2,13
LOC107985939,DGKH,13,1,1,1,1,8,4
MCC,KANK3,41,0,1,0,0,41,0
SV2B,LOC107986084,18,1,0,0,18,0,0
ZNF426,NUGGC,24,1,1,1,22,1,1
SRR,GRIN2C,28,0,0,1,0,0,28
